State,District,Most AQI Reached,Current AQI,Major Source of Pollution,AQI_Difference,Category,District_Rank
Jammu and Kashmir,Bandipore,408,382,Construction Dust,26,Very Poor,471
Jammu and Kashmir,Bandipore (Area 1),228,209,Road Dust,19,Poor,1277
Jammu and Kashmir,Bandipore (Area 2),480,430,Industrial Emissions,50,Severe,263
Jammu and Kashmir,Bandipore (Area 3),432,272,Vehicle,160,Poor,991
Jammu and Kashmir,Bandipore (Area 4),494,442,Vehicle,52,Severe,198
Jammu and Kashmir,Bandipore (Area 5),444,182,Vehicle,262,Moderate,1593
Jammu and Kashmir,Bandipore (Area 6),363,171,Industrial Emissions,192,Moderate,1866
Jammu and Kashmir,Baramulla,350,332,Industrial Emissions,18,Very Poor,725
Jammu and Kashmir,Baramulla (Area 1),417,308,Crop Burning,109,Very Poor,824
Jammu and Kashmir,Baramulla (Area 2),435,418,Construction Dust,17,Severe,312
Jammu and Kashmir,Baramulla (Area 3),449,220,Domestic Fuel,229,Poor,1227
Jammu and Kashmir,Baramulla (Area 4),461,333,Waste Burning,128,Very Poor,721
Jammu and Kashmir,Baramulla (Area 5),274,202,Construction Dust,72,Poor,1301
Jammu and Kashmir,Baramulla (Area 6),339,257,Domestic Fuel,82,Poor,1058
Jammu and Kashmir,Budgam,478,460,Vehicle,18,Severe,107
Jammu and Kashmir,Budgam (Area 1),455,435,Industrial Emissions,20,Severe,238
Jammu and Kashmir,Budgam (Area 2),386,165,Crop Burning,221,Moderate,2028
Jammu and Kashmir,Budgam (Area 3),387,344,Domestic Fuel,43,Very Poor,656
Jammu and Kashmir,Budgam (Area 4),276,226,Road Dust,50,Poor,1200
Jammu and Kashmir,Budgam (Area 5),445,245,Construction Dust,200,Poor,1121
Jammu and Kashmir,Budgam (Area 6),490,480,Vehicle,10,Severe,1
Jammu and Kashmir,Doda,439,434,Construction Dust,5,Severe,242
Jammu and Kashmir,Doda (Area 1),317,306,Crop Burning,11,Very Poor,829
Jammu and Kashmir,Doda (Area 2),274,182,Waste Burning,92,Moderate,1593
Jammu and Kashmir,Doda (Area 3),341,173,Domestic Fuel,168,Moderate,1826
Jammu and Kashmir,Doda (Area 4),377,163,Waste Burning,214,Moderate,2075
Jammu and Kashmir,Doda (Area 5),254,161,Crop Burning,93,Moderate,2129
Jammu and Kashmir,Doda (Area 6),230,170,Road Dust,60,Moderate,1898
Jammu and Kashmir,Ganderbal,395,337,Waste Burning,58,Very Poor,694
Jammu and Kashmir,Ganderbal (Area 1),477,407,Industrial Emissions,70,Severe,354
Jammu and Kashmir,Ganderbal (Area 2),389,374,Construction Dust,15,Very Poor,521
Jammu and Kashmir,Ganderbal (Area 3),428,257,Industrial Emissions,171,Poor,1058
Jammu and Kashmir,Ganderbal (Area 4),468,384,Vehicle,84,Very Poor,463
Jammu and Kashmir,Ganderbal (Area 5),445,344,Road Dust,101,Very Poor,656
Jammu and Kashmir,Ganderbal (Area 6),331,309,Construction Dust,22,Very Poor,822
Jammu and Kashmir,Jammu,440,412,Construction Dust,28,Severe,336
Jammu and Kashmir,Jammu (Area 1),260,254,Industrial Emissions,6,Poor,1073
Jammu and Kashmir,Jammu (Area 2),352,251,Waste Burning,101,Poor,1087
Jammu and Kashmir,Jammu (Area 3),439,384,Industrial Emissions,55,Very Poor,463
Jammu and Kashmir,Jammu (Area 4),433,378,Vehicle,55,Very Poor,493
Jammu and Kashmir,Jammu (Area 5),399,176,Domestic Fuel,223,Moderate,1754
Jammu and Kashmir,Jammu (Area 6),496,436,Industrial Emissions,60,Severe,230
Jammu and Kashmir,Kargil,405,190,Vehicle,215,Moderate,1355
Jammu and Kashmir,Kargil (Area 1),457,400,Vehicle,57,Very Poor,392
Jammu and Kashmir,Kargil (Area 2),485,282,Vehicle,203,Poor,938
Jammu and Kashmir,Kargil (Area 3),353,323,Industrial Emissions,30,Very Poor,765
Jammu and Kashmir,Kargil (Area 4),325,213,Waste Burning,112,Poor,1260
Jammu and Kashmir,Kargil (Area 5),256,241,Construction Dust,15,Poor,1139
Jammu and Kashmir,Kargil (Area 6),460,318,Crop Burning,142,Very Poor,786
Jammu and Kashmir,Kathua,313,215,Construction Dust,98,Poor,1251
Jammu and Kashmir,Kathua (Area 1),451,413,Construction Dust,38,Severe,332
Jammu and Kashmir,Kathua (Area 2),402,388,Construction Dust,14,Very Poor,448
Jammu and Kashmir,Kathua (Area 3),344,206,Crop Burning,138,Poor,1294
Jammu and Kashmir,Kathua (Area 4),472,329,Construction Dust,143,Very Poor,738
Jammu and Kashmir,Kathua (Area 5),378,377,Vehicle,1,Very Poor,500
Jammu and Kashmir,Kathua (Area 6),460,412,Vehicle,48,Severe,336
Jammu and Kashmir,Kishtwar,478,460,Vehicle,18,Severe,107
Jammu and Kashmir,Kishtwar (Area 1),421,232,Waste Burning,189,Poor,1178
Jammu and Kashmir,Kishtwar (Area 2),484,395,Industrial Emissions,89,Very Poor,420
Jammu and Kashmir,Kishtwar (Area 3),454,336,Vehicle,118,Very Poor,700
Jammu and Kashmir,Kishtwar (Area 4),281,190,Vehicle,91,Moderate,1355
Jammu and Kashmir,Kishtwar (Area 5),414,292,Domestic Fuel,122,Poor,892
Jammu and Kashmir,Kishtwar (Area 6),433,350,Construction Dust,83,Very Poor,621
Jammu and Kashmir,Kulgam,441,398,Construction Dust,43,Very Poor,404
Jammu and Kashmir,Kulgam (Area 1),411,406,Industrial Emissions,5,Severe,366
Jammu and Kashmir,Kulgam (Area 2),385,277,Vehicle,108,Poor,968
Jammu and Kashmir,Kulgam (Area 3),358,212,Industrial Emissions,146,Poor,1265
Jammu and Kashmir,Kulgam (Area 4),446,443,Vehicle,3,Severe,188
Jammu and Kashmir,Kulgam (Area 5),328,267,Vehicle,61,Poor,1011
Jammu and Kashmir,Kulgam (Area 6),474,453,Construction Dust,21,Severe,141
Jammu and Kashmir,Kupwara,493,241,Vehicle,252,Poor,1139
Jammu and Kashmir,Kupwara (Area 1),316,202,Road Dust,114,Poor,1301
Jammu and Kashmir,Kupwara (Area 2),208,208,Construction Dust,0,Poor,1282
Jammu and Kashmir,Kupwara (Area 3),453,281,Waste Burning,172,Poor,946
Jammu and Kashmir,Kupwara (Area 4),276,235,Road Dust,41,Poor,1166
Jammu and Kashmir,Kupwara (Area 5),383,301,Vehicle,82,Very Poor,844
Jammu and Kashmir,Kupwara (Area 6),451,346,Industrial Emissions,105,Very Poor,646
Jammu and Kashmir,Leh,462,310,Domestic Fuel,152,Very Poor,818
Jammu and Kashmir,Leh (Area 1),442,373,Construction Dust,69,Very Poor,526
Jammu and Kashmir,Leh (Area 2),494,454,Construction Dust,40,Severe,131
Jammu and Kashmir,Leh (Area 3),442,442,Vehicle,0,Severe,198
Jammu and Kashmir,Leh (Area 4),485,452,Industrial Emissions,33,Severe,150
Jammu and Kashmir,Leh (Area 5),493,472,Construction Dust,21,Severe,43
Jammu and Kashmir,Leh (Area 6),498,448,Construction Dust,50,Severe,166
Jammu and Kashmir,Poonch,453,334,Waste Burning,119,Very Poor,717
Jammu and Kashmir,Poonch (Area 1),421,357,Vehicle,64,Very Poor,592
Jammu and Kashmir,Poonch (Area 2),467,462,Vehicle,5,Severe,92
Jammu and Kashmir,Poonch (Area 3),500,476,Industrial Emissions,24,Severe,18
Jammu and Kashmir,Poonch (Area 4),345,317,Vehicle,28,Very Poor,791
Jammu and Kashmir,Poonch (Area 5),410,354,Industrial Emissions,56,Very Poor,602
Jammu and Kashmir,Poonch (Area 6),390,275,Road Dust,115,Poor,980
Jammu and Kashmir,Pulwama,493,474,Industrial Emissions,19,Severe,28
Jammu and Kashmir,Pulwama (Area 1),497,363,Construction Dust,134,Very Poor,564
Jammu and Kashmir,Pulwama (Area 2),420,399,Construction Dust,21,Very Poor,399
Jammu and Kashmir,Pulwama (Area 3),493,478,Industrial Emissions,15,Severe,11
Jammu and Kashmir,Pulwama (Area 4),285,245,Industrial Emissions,40,Poor,1121
Jammu and Kashmir,Pulwama (Area 5),363,251,Domestic Fuel,112,Poor,1087
Jammu and Kashmir,Pulwama (Area 6),409,167,Vehicle,242,Moderate,1979
Jammu and Kashmir,Rajouri,475,438,Industrial Emissions,37,Severe,218
Jammu and Kashmir,Rajouri (Area 1),477,443,Construction Dust,34,Severe,188
Jammu and Kashmir,Rajouri (Area 2),320,301,Industrial Emissions,19,Very Poor,844
Jammu and Kashmir,Rajouri (Area 3),480,379,Industrial Emissions,101,Very Poor,485
Jammu and Kashmir,Rajouri (Area 4),472,452,Construction Dust,20,Severe,150
Jammu and Kashmir,Rajouri (Area 5),185,171,Road Dust,14,Moderate,1866
Jammu and Kashmir,Rajouri (Area 6),385,291,Construction Dust,94,Poor,898
Jammu and Kashmir,Ramban,483,395,Construction Dust,88,Very Poor,420
Jammu and Kashmir,Ramban (Area 1),471,462,Industrial Emissions,9,Severe,92
Jammu and Kashmir,Ramban (Area 2),453,207,Construction Dust,246,Poor,1287
Jammu and Kashmir,Ramban (Area 3),486,369,Construction Dust,117,Very Poor,543
Jammu and Kashmir,Ramban (Area 4),469,449,Industrial Emissions,20,Severe,161
Jammu and Kashmir,Ramban (Area 5),285,169,Road Dust,116,Moderate,1925
Jammu and Kashmir,Ramban (Area 6),260,252,Waste Burning,8,Poor,1084
Jammu and Kashmir,Reasi,431,212,Road Dust,219,Poor,1265
Jammu and Kashmir,Reasi (Area 1),423,409,Construction Dust,14,Severe,348
Jammu and Kashmir,Reasi (Area 2),341,340,Road Dust,1,Very Poor,678
Jammu and Kashmir,Reasi (Area 3),484,437,Vehicle,47,Severe,225
Jammu and Kashmir,Reasi (Area 4),277,187,Industrial Emissions,90,Moderate,1455
Jammu and Kashmir,Reasi (Area 5),312,256,Vehicle,56,Poor,1063
Jammu and Kashmir,Reasi (Area 6),372,324,Industrial Emissions,48,Very Poor,760
Jammu and Kashmir,Samba,424,176,Industrial Emissions,248,Moderate,1754
Jammu and Kashmir,Samba (Area 1),222,169,Domestic Fuel,53,Moderate,1925
Jammu and Kashmir,Samba (Area 2),397,376,Industrial Emissions,21,Very Poor,507
Jammu and Kashmir,Samba (Area 3),494,431,Vehicle,63,Severe,260
Jammu and Kashmir,Samba (Area 4),407,210,Crop Burning,197,Poor,1272
Jammu and Kashmir,Samba (Area 5),317,265,Vehicle,52,Poor,1022
Jammu and Kashmir,Samba (Area 6),451,424,Vehicle,27,Severe,293
Jammu and Kashmir,Shopian,379,362,Industrial Emissions,17,Very Poor,567
Jammu and Kashmir,Shopian (Area 1),325,215,Crop Burning,110,Poor,1251
Jammu and Kashmir,Shopian (Area 2),288,155,Waste Burning,133,Moderate,2275
Jammu and Kashmir,Shopian (Area 3),435,430,Vehicle,5,Severe,263
Jammu and Kashmir,Shopian (Area 4),457,449,Construction Dust,8,Severe,161
Jammu and Kashmir,Shopian (Area 5),152,151,Construction Dust,1,Moderate,2376
Jammu and Kashmir,Shopian (Area 6),475,461,Industrial Emissions,14,Severe,102
Jammu and Kashmir,Srinagar,427,405,Industrial Emissions,22,Severe,370
Jammu and Kashmir,Srinagar (Area 1),246,235,Crop Burning,11,Poor,1166
Jammu and Kashmir,Srinagar (Area 2),429,337,Construction Dust,92,Very Poor,694
Jammu and Kashmir,Srinagar (Area 3),245,239,Waste Burning,6,Poor,1145
Jammu and Kashmir,Srinagar (Area 4),494,458,Vehicle,36,Severe,115
Jammu and Kashmir,Srinagar (Area 5),470,452,Construction Dust,18,Severe,150
Jammu and Kashmir,Srinagar (Area 6),461,418,Construction Dust,43,Severe,312
Jammu and Kashmir,Udhampur,235,206,Domestic Fuel,29,Poor,1294
Jammu and Kashmir,Udhampur (Area 1),386,240,Road Dust,146,Poor,1143
Jammu and Kashmir,Udhampur (Area 2),371,360,Construction Dust,11,Very Poor,574
Jammu and Kashmir,Udhampur (Area 3),498,465,Vehicle,33,Severe,78
Jammu and Kashmir,Udhampur (Area 4),318,224,Construction Dust,94,Poor,1211
Jammu and Kashmir,Udhampur (Area 5),486,473,Construction Dust,13,Severe,33
Jammu and Kashmir,Udhampur (Area 6),237,191,Domestic Fuel,46,Moderate,1351
Jharkhand,Bokaro,174,145,Road Dust,29,Moderate,2526
Jharkhand,Bokaro (Area 1),279,132,Road Dust,147,Moderate,2792
Jharkhand,Bokaro (Area 2),108,84,Construction Dust,24,Satisfactory,3872
Jharkhand,Bokaro (Area 3),222,136,Crop Burning,86,Moderate,2692
Jharkhand,Bokaro (Area 4),252,87,Crop Burning,165,Satisfactory,3813
Jharkhand,Bokaro (Area 5),302,110,Vehicle,192,Moderate,3302
Jharkhand,Bokaro (Area 6),215,131,Vehicle,84,Moderate,2815
Jharkhand,Chatra,289,54,Road Dust,235,Satisfactory,4523
Jharkhand,Chatra (Area 1),138,122,Industrial Emissions,16,Moderate,3013
Jharkhand,Chatra (Area 2),166,74,Industrial Emissions,92,Satisfactory,4064
Jharkhand,Chatra (Area 3),288,121,Vehicle,167,Moderate,3037
Jharkhand,Chatra (Area 4),289,166,Domestic Fuel,123,Moderate,2007
Jharkhand,Chatra (Area 5),184,170,Domestic Fuel,14,Moderate,1898
Jharkhand,Chatra (Area 6),176,152,Road Dust,24,Moderate,2349
Jharkhand,Deoghar,191,168,Industrial Emissions,23,Moderate,1954
Jharkhand,Deoghar (Area 1),142,120,Domestic Fuel,22,Moderate,3066
Jharkhand,Deoghar (Area 2),214,60,Road Dust,154,Satisfactory,4390
Jharkhand,Deoghar (Area 3),266,145,Crop Burning,121,Moderate,2526
Jharkhand,Deoghar (Area 4),82,49,Construction Dust,33,Good,4614
Jharkhand,Deoghar (Area 5),257,132,Crop Burning,125,Moderate,2792
Jharkhand,Deoghar (Area 6),143,62,Crop Burning,81,Satisfactory,4343
Jharkhand,Dhanbad,287,110,Domestic Fuel,177,Moderate,3302
Jharkhand,Dhanbad (Area 1),215,133,Domestic Fuel,82,Moderate,2758
Jharkhand,Dhanbad (Area 2),159,142,Crop Burning,17,Moderate,2585
Jharkhand,Dhanbad (Area 3),275,42,Waste Burning,233,Good,4776
Jharkhand,Dhanbad (Area 4),236,162,Crop Burning,74,Moderate,2106
Jharkhand,Dhanbad (Area 5),127,34,Vehicle,93,Good,4944
Jharkhand,Dhanbad (Area 6),193,133,Road Dust,60,Moderate,2758
Jharkhand,Dumka,188,103,Domestic Fuel,85,Moderate,3474
Jharkhand,Dumka (Area 1),240,190,Industrial Emissions,50,Moderate,1355
Jharkhand,Dumka (Area 2),151,43,Crop Burning,108,Good,4752
Jharkhand,Dumka (Area 3),320,148,Waste Burning,172,Moderate,2446
Jharkhand,Dumka (Area 4),182,129,Industrial Emissions,53,Moderate,2852
Jharkhand,Dumka (Area 5),154,132,Vehicle,22,Moderate,2792
Jharkhand,Dumka (Area 6),227,169,Waste Burning,58,Moderate,1925
Jharkhand,East Singhbhum,127,119,Vehicle,8,Moderate,3093
Jharkhand,East Singhbhum (Area 1),265,176,Domestic Fuel,89,Moderate,1754
Jharkhand,East Singhbhum (Area 2),102,71,Crop Burning,31,Satisfactory,4129
Jharkhand,East Singhbhum (Area 3),174,140,Industrial Emissions,34,Moderate,2627
Jharkhand,East Singhbhum (Area 4),250,123,Domestic Fuel,127,Moderate,2983
Jharkhand,East Singhbhum (Area 5),116,55,Waste Burning,61,Satisfactory,4497
Jharkhand,East Singhbhum (Area 6),205,178,Road Dust,27,Moderate,1702
Jharkhand,Garhwa,309,154,Construction Dust,155,Moderate,2307
Jharkhand,Garhwa (Area 1),304,94,Crop Burning,210,Satisfactory,3654
Jharkhand,Garhwa (Area 2),306,67,Crop Burning,239,Satisfactory,4225
Jharkhand,Garhwa (Area 3),113,77,Crop Burning,36,Satisfactory,4006
Jharkhand,Garhwa (Area 4),146,40,Crop Burning,106,Good,4808
Jharkhand,Garhwa (Area 5),172,133,Waste Burning,39,Moderate,2758
Jharkhand,Garhwa (Area 6),257,87,Domestic Fuel,170,Satisfactory,3813
Jharkhand,Giridih,270,179,Waste Burning,91,Moderate,1667
Jharkhand,Giridih (Area 1),185,163,Vehicle,22,Moderate,2075
Jharkhand,Giridih (Area 2),301,186,Waste Burning,115,Moderate,1478
Jharkhand,Giridih (Area 3),165,126,Road Dust,39,Moderate,2934
Jharkhand,Giridih (Area 4),266,120,Domestic Fuel,146,Moderate,3066
Jharkhand,Giridih (Area 5),314,187,Crop Burning,127,Moderate,1455
Jharkhand,Giridih (Area 6),117,108,Road Dust,9,Moderate,3362
Jharkhand,Godda,220,38,Crop Burning,182,Good,4845
Jharkhand,Godda (Area 1),282,153,Vehicle,129,Moderate,2329
Jharkhand,Godda (Area 2),267,35,Road Dust,232,Good,4916
Jharkhand,Godda (Area 3),116,75,Vehicle,41,Satisfactory,4041
Jharkhand,Godda (Area 4),188,176,Industrial Emissions,12,Moderate,1754
Jharkhand,Godda (Area 5),266,156,Construction Dust,110,Moderate,2251
Jharkhand,Godda (Area 6),142,100,Vehicle,42,Satisfactory,3535
Jharkhand,Gumla,319,170,Waste Burning,149,Moderate,1898
Jharkhand,Gumla (Area 1),46,45,Industrial Emissions,1,Good,4702
Jharkhand,Gumla (Area 2),306,155,Crop Burning,151,Moderate,2275
Jharkhand,Gumla (Area 3),209,175,Waste Burning,34,Moderate,1780
Jharkhand,Gumla (Area 4),185,112,Waste Burning,73,Moderate,3267
Jharkhand,Gumla (Area 5),299,31,Construction Dust,268,Good,5016
Jharkhand,Gumla (Area 6),290,108,Domestic Fuel,182,Moderate,3362
Jharkhand,Hazaribag,143,134,Waste Burning,9,Moderate,2740
Jharkhand,Hazaribag (Area 1),217,62,Vehicle,155,Satisfactory,4343
Jharkhand,Hazaribag (Area 2),314,47,Road Dust,267,Good,4656
Jharkhand,Hazaribag (Area 3),223,129,Road Dust,94,Moderate,2852
Jharkhand,Hazaribag (Area 4),249,77,Vehicle,172,Satisfactory,4006
Jharkhand,Hazaribag (Area 5),214,37,Industrial Emissions,177,Good,4863
Jharkhand,Hazaribag (Area 6),206,90,Domestic Fuel,116,Satisfactory,3750
Jharkhand,Jamtara,304,119,Industrial Emissions,185,Moderate,3093
Jharkhand,Jamtara (Area 1),191,107,Domestic Fuel,84,Moderate,3387
Jharkhand,Jamtara (Area 2),143,65,Industrial Emissions,78,Satisfactory,4267
Jharkhand,Jamtara (Area 3),283,76,Crop Burning,207,Satisfactory,4023
Jharkhand,Jamtara (Area 4),138,71,Vehicle,67,Satisfactory,4129
Jharkhand,Jamtara (Area 5),279,93,Road Dust,186,Satisfactory,3678
Jharkhand,Jamtara (Area 6),218,186,Construction Dust,32,Moderate,1478
Jharkhand,Khunti,299,104,Vehicle,195,Moderate,3454
Jharkhand,Khunti (Area 1),273,155,Industrial Emissions,118,Moderate,2275
Jharkhand,Khunti (Area 2),210,157,Construction Dust,53,Moderate,2239
Jharkhand,Khunti (Area 3),320,104,Crop Burning,216,Moderate,3454
Jharkhand,Khunti (Area 4),251,103,Waste Burning,148,Moderate,3474
Jharkhand,Khunti (Area 5),66,41,Construction Dust,25,Good,4789
Jharkhand,Khunti (Area 6),198,159,Waste Burning,39,Moderate,2183
Jharkhand,Koderma,174,76,Domestic Fuel,98,Satisfactory,4023
Jharkhand,Koderma (Area 1),318,87,Road Dust,231,Satisfactory,3813
Jharkhand,Koderma (Area 2),65,54,Crop Burning,11,Satisfactory,4523
Jharkhand,Koderma (Area 3),236,187,Construction Dust,49,Moderate,1455
Jharkhand,Koderma (Area 4),239,121,Vehicle,118,Moderate,3037
Jharkhand,Koderma (Area 5),276,115,Road Dust,161,Moderate,3206
Jharkhand,Koderma (Area 6),211,108,Construction Dust,103,Moderate,3362
Jharkhand,Latehar,145,128,Industrial Emissions,17,Moderate,2872
Jharkhand,Latehar (Area 1),70,55,Road Dust,15,Satisfactory,4497
Jharkhand,Latehar (Area 2),220,116,Crop Burning,104,Moderate,3173
Jharkhand,Latehar (Area 3),117,65,Waste Burning,52,Satisfactory,4267
Jharkhand,Latehar (Area 4),299,85,Road Dust,214,Satisfactory,3852
Jharkhand,Latehar (Area 5),256,171,Construction Dust,85,Moderate,1866
Jharkhand,Latehar (Area 6),213,184,Industrial Emissions,29,Moderate,1544
Jharkhand,Lohardaga,254,64,Road Dust,190,Satisfactory,4293
Jharkhand,Lohardaga (Area 1),282,166,Domestic Fuel,116,Moderate,2007
Jharkhand,Lohardaga (Area 2),285,127,Industrial Emissions,158,Moderate,2909
Jharkhand,Lohardaga (Area 3),167,45,Vehicle,122,Good,4702
Jharkhand,Lohardaga (Area 4),291,123,Industrial Emissions,168,Moderate,2983
Jharkhand,Lohardaga (Area 5),229,184,Domestic Fuel,45,Moderate,1544
Jharkhand,Lohardaga (Area 6),236,91,Waste Burning,145,Satisfactory,3726
Jharkhand,Pakur,99,95,Domestic Fuel,4,Satisfactory,3634
Jharkhand,Pakur (Area 1),175,117,Domestic Fuel,58,Moderate,3144
Jharkhand,Pakur (Area 2),145,135,Domestic Fuel,10,Moderate,2714
Jharkhand,Pakur (Area 3),211,137,Construction Dust,74,Moderate,2677
Jharkhand,Pakur (Area 4),281,145,Vehicle,136,Moderate,2526
Jharkhand,Pakur (Area 5),310,47,Vehicle,263,Good,4656
Jharkhand,Pakur (Area 6),149,94,Vehicle,55,Satisfactory,3654
Jharkhand,Palamu,249,111,Crop Burning,138,Moderate,3285
Jharkhand,Palamu (Area 1),313,162,Waste Burning,151,Moderate,2106
Jharkhand,Palamu (Area 2),153,115,Road Dust,38,Moderate,3206
Jharkhand,Palamu (Area 3),208,167,Crop Burning,41,Moderate,1979
Jharkhand,Palamu (Area 4),179,109,Construction Dust,70,Moderate,3338
Jharkhand,Palamu (Area 5),171,124,Waste Burning,47,Moderate,2971
Jharkhand,Palamu (Area 6),318,167,Construction Dust,151,Moderate,1979
Jharkhand,Ramgarh,298,170,Crop Burning,128,Moderate,1898
Jharkhand,Ramgarh (Area 1),136,130,Industrial Emissions,6,Moderate,2832
Jharkhand,Ramgarh (Area 2),202,121,Industrial Emissions,81,Moderate,3037
Jharkhand,Ramgarh (Area 3),253,162,Industrial Emissions,91,Moderate,2106
Jharkhand,Ramgarh (Area 4),103,72,Industrial Emissions,31,Satisfactory,4100
Jharkhand,Ramgarh (Area 5),190,186,Road Dust,4,Moderate,1478
Jharkhand,Ramgarh (Area 6),196,187,Domestic Fuel,9,Moderate,1455
Jharkhand,Ranchi,308,165,Waste Burning,143,Moderate,2028
Jharkhand,Ranchi (Area 1),290,136,Waste Burning,154,Moderate,2692
Jharkhand,Ranchi (Area 2),306,31,Vehicle,275,Good,5016
Jharkhand,Ranchi (Area 3),189,109,Construction Dust,80,Moderate,3338
Jharkhand,Ranchi (Area 4),304,134,Industrial Emissions,170,Moderate,2740
Jharkhand,Ranchi (Area 5),172,169,Industrial Emissions,3,Moderate,1925
Jharkhand,Ranchi (Area 6),201,86,Vehicle,115,Satisfactory,3830
Jharkhand,Sahibganj,181,142,Crop Burning,39,Moderate,2585
Jharkhand,Sahibganj (Area 1),78,67,Industrial Emissions,11,Satisfactory,4225
Jharkhand,Sahibganj (Area 2),223,53,Construction Dust,170,Satisfactory,4544
Jharkhand,Sahibganj (Area 3),151,151,Industrial Emissions,0,Moderate,2376
Jharkhand,Sahibganj (Area 4),285,71,Domestic Fuel,214,Satisfactory,4129
Jharkhand,Sahibganj (Area 5),282,126,Road Dust,156,Moderate,2934
Jharkhand,Sahibganj (Area 6),263,122,Road Dust,141,Moderate,3013
Jharkhand,Seraikela-Kharsawan,292,137,Crop Burning,155,Moderate,2677
Jharkhand,Seraikela-Kharsawan (Area 1),185,151,Crop Burning,34,Moderate,2376
Jharkhand,Seraikela-Kharsawan (Area 2),215,154,Construction Dust,61,Moderate,2307
Jharkhand,Seraikela-Kharsawan (Area 3),239,183,Waste Burning,56,Moderate,1572
Jharkhand,Seraikela-Kharsawan (Area 4),227,128,Industrial Emissions,99,Moderate,2872
Jharkhand,Seraikela-Kharsawan (Area 5),48,37,Industrial Emissions,11,Good,4863
Jharkhand,Seraikela-Kharsawan (Area 6),260,181,Waste Burning,79,Moderate,1609
